dtstart,dtend,dtstamp,uid,description,last-modified,location,summary
2024-01-30T13:30:00Z,2024-01-30T16:30:00Z,2024-02-26T12:35:11Z,Cours-54267-32-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nType : CM\n",2023-12-18T09:40:52Z,Amphi Blaise,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - CM"
2024-02-14T12:00:00Z,2024-02-14T15:00:00Z,2024-02-26T12:35:11Z,Cours-54268-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignants : LEFEVRE Fabrice, TORRES MORENO Juan manuel\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nType : Conference\n",2024-01-08T15:47:39Z,Amphi Blaise,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice, TORRES MORENO Juan manuel - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Conference"
2024-02-14T09:00:00Z,2024-02-14T10:30:00Z,2024-02-26T12:35:11Z,Cours-54275-34-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nType : CM\n",2023-12-18T09:40:52Z,Amphi Blaise,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - CM"
2024-03-06T13:30:00Z,2024-03-06T16:30:00Z,2024-02-26T12:35:11Z,Cours-54278-37-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignants : LEFEVRE Fabrice, TORRES MORENO Juan manuel\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nType : Conference\n",2024-02-19T07:39:06Z,Amphi Blaise,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice, TORRES MORENO Juan manuel - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Conference"
2024-03-14T15:00:00Z,2024-03-14T18:00:00Z,2024-02-26T12:35:11Z,Cours-54285-38-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignants : HADDAD Majed, LEFEVRE Fabrice\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Amphi Blaise\nType : Conference\n",2024-02-19T07:39:19Z,Amphi Blaise,"UCE 1 VEILLE TECHNOLOGIQUE - HADDAD Majed, LEFEVRE Fabrice - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Conference"
2024-05-17T09:30:00Z,2024-05-17T11:00:00Z,2024-02-26T12:35:11Z,Cours-54288-47-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalles : Stat 1 = Info - C 137, Stat 2 = Info - C 136, Stat 7 = Info - C 128\nType : Evaluation\nMemo : VISIO\n",2023-12-18T10:52:15Z,"Stat 1 = Info - C 137, Stat 2 = Info - C 136, Stat 7 = Info - C 128","UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Evaluation - VISIO"
2024-05-16T14:00:00Z,2024-05-16T15:30:00Z,2024-02-26T12:35:11Z,Cours-54317-47-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Stat 4 = Info - C 131\nType : Evaluation\nMemo : QCM\n",2023-12-19T09:42:52Z,Stat 4 = Info - C 131,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Evaluation - QCM"
2024-04-17T15:30:00Z,2024-04-17T17:00:00Z,2024-02-26T12:35:11Z,Cours-54324-43-M1-ILSEN-cla-Gr1-Index-Education,"Matiere : UCE 1 VEILLE TECHNOLOGIQUE\nEnseignant : LEFEVRE Fabrice\nPromotions : M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM)\nSalle : Stat 2 = Info - C 136\nType : Conference\nMemo : VISIO\n",2023-12-18T13:46:31Z,Stat 2 = Info - C 136,"UCE 1 VEILLE TECHNOLOGIQUE - LEFEVRE Fabrice - M1 INGE DU LOGICIEL DE LA SOCIETE NUM (ILSEN), M1 INTELLIGENCE ARTIFICIELLE (IA), M1 SYSTEMES INFORMATIQUES COMMUNICANTS (SICOM) - Conference - VISIO"
11/1/2023,11/2/2023,2024-02-26T12:35:11Z,Ferie-84-M1-ILSEN-cla-Gr1-Index-Education,,,,Ferie
12/25/2023,12/26/2023,2024-02-26T12:35:11Z,Ferie-85-M1-ILSEN-cla-Gr1-Index-Education,,,,Ferie
4/1/2024,4/2/2024,2024-02-26T12:35:11Z,Ferie-86-M1-ILSEN-cla-Gr1-Index-Education,,,,Ferie
5/1/2024,5/2/2024,2024-02-26T12:35:11Z,Ferie-87-M1-ILSEN-cla-Gr1-Index-Education,,,,Ferie
5/8/2024,5/11/2024,2024-02-26T12:35:11Z,Ferie-88-M1-ILSEN-cla-Gr1-Index-Education,,,,Vacances
5/20/2024,5/21/2024,2024-02-26T12:35:11Z,Ferie-89-M1-ILSEN-cla-Gr1-Index-Education,,,,Ferie
